"","term","E","P","A","instcodes"
"426","watchman",0.67,0.29,-0.5," 10 011000000 000"
"427","weakling",-0.63,-2.5,-1.46," 11 100000000 000"
"428","weirdo",-0.82,-0.82,-0.09," 11 100000000 000"
"429","welder",0.52,0.44,-0.29," 11 010000000 000"
"430","whore",-1.92,-1.5,1.1," 01 010000001 001"
"431","widow",-0.11,-1.01,-1.45," 01 000000010 000"
"432","widower",-0.43,-0.73,-1.32," 10 000000010 000"
"433","wife",2.67,1.08,1.19," 01 000000011 001"
"434","winner",2.24,2.02,1.77," 11 100100000 000"
"435","witch",-1.79,1.56,-1.16," 01 100000000 000"
"436","witness",1.01,1.1,0.66," 11 001000000 000"
"437","woman",1.55,0.18,1.22," 01 100000001 000"
"438","workman",1.19,0.76,0.36," 10 010000000 000"
"439","wrongdoer",-2.34,-0.81,0.54," 11 100000000 000"
"440","yokel",-0.12,-0.7,-0.21," 11 100000000 000"
"441","youngster",1.53,-1.03,2.33," 11 100000010 000"
"442","youth",0.89,-0.29,2.17," 11 100000010 000"
"443","zombie",-1.82,-0.36,-1.96," 11 100000000 000"
